,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,h2_storage_level,Direct_pipeline_pout,price,MEF_CO2,AEF_CO2,Load,Time
0,0,0,0,0,0,0,-986.2766241,0,0,986.2766241,0,-971.9441482,971.9441482,-17.26804324,14.33247589,0,0,0,-17.26804324,0.037942625,0,0,17.26804324,2021/1/1 0:00
1,0,0,0,0,0,0,-1157.405667,0,0,1157.405667,0,-1140.58636,1140.58636,-20.26422468,16.81930648,0,0,0,-20.26422468,0.034325,0,0,20.26422468,2021/1/1 1:00
2,-15818.60996,0,15818.60996,-15818.60996,0,0,-829.7572218,0,0,829.7572218,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,0,-291.484881,0.028835833,14320.1759,11988.51827,291.484881,2021/1/1 2:00
3,-16306.5987,0,16306.5987,-16306.5987,0,0,-341.768481,0,0,341.768481,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,0,-291.484881,0.026915833,14792.87659,12358.86643,291.484881,2021/1/1 3:00
4,-16568.49998,0,16568.49998,-16568.49998,0,0,-79.86719772,0,0,79.86719772,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,0,-291.484881,0.030527903,14929.38284,12634.13152,291.484881,2021/1/1 4:00
5,-15662.74879,0,15662.74879,-15662.74879,0,0,-985.6183908,0,0,985.6183908,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,0,-291.484881,0.028493194,14019.75996,11801.87373,291.484881,2021/1/1 5:00
6,-11917.97009,0,11917.97009,-11917.97009,0,-3655.954903,-1193.950992,0,0,1193.950992,3655.954903,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,291.484881,0,0.015691042,10418.90751,8597.932129,0,2021/1/1 6:00
7,-9321.029139,0,9321.029139,-9321.029139,0,-6266.039004,-1180.80784,0,0,1180.80784,6266.039004,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,582.969762,0,0.017331827,6590.145896,6410.326268,0,2021/1/1 7:00
8,-8850.056585,0,8850.056585,-8850.056585,0,-5654.901019,-2143.409578,0,0,2143.409578,5654.901019,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,582.969762,-291.484881,0.021827018,6698.259321,5929.382443,291.484881,2021/1/1 8:00
9,-3073.975079,0,3073.975079,-3073.975079,0,-9904.184671,-3670.20743,0,0,3670.20743,9904.184671,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,582.969762,-291.484881,0.0316309,2280.18766,2091.308788,291.484881,2021/1/1 9:00
10,-4295.816914,0,4295.816914,-4295.816914,0,-10275.17917,-2077.371095,0,0,2077.371095,10275.17917,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,582.969762,-291.484881,0.02705984,3878.091027,2862.810665,291.484881,2021/1/1 10:00
11,-2128.790346,0,2128.790346,-2128.790346,0,-9851.506827,-4668.070008,0,0,4668.070008,9851.506827,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,582.969762,-291.484881,0.027918585,1587.46503,1392.789082,291.484881,2021/1/1 11:00
12,1511.014514,-1511.014514,0,0,1511.014514,-11569.81688,-6589.564816,0,0,6589.564816,11569.81688,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,582.969762,-291.484881,0.031453682,-766.5921875,-1025.664047,291.484881,2021/1/1 12:00
13,4443.50784,-4443.50784,0,0,4443.50784,-13290.37652,-7881.195429,0,0,7881.195429,13290.37652,-16406.43473,16406.43473,-291.484881,321.6293785,194.3827495,0,777.3525115,-97.10213145,0.030285336,-2807.113226,-3017.973763,97.10213145,2021/1/1 13:00
14,4175.693141,-4175.693141,0,0,4175.693141,-12652.99334,-8171.066978,0,0,8171.066978,12652.99334,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,777.3525115,-291.484881,0.030889582,-3076.685226,-2772.693622,291.484881,2021/1/1 14:00
15,1465.407216,-1465.407216,0,0,1465.407216,-7974.038446,-10139.73595,0,0,10139.73595,7974.038446,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,777.3525115,-291.484881,0.032161335,-843.3789444,-988.3056499,291.484881,2021/1/1 15:00
16,0,0,0,0,0,-3011.822966,-9998.700733,0,0,9998.700733,3011.822966,-12821.45603,12821.45603,-227.7923661,189.0676639,0,0,777.3525115,-227.7923661,0.035358961,0,0,227.7923661,2021/1/1 16:00
17,0,0,0,0,0,-2810.297403,-9132.713929,0,0,9132.713929,2810.297403,-11769.45665,11769.45665,-209.1020218,173.5546781,0,0,777.3525115,-209.1020218,0.036286703,0,0,209.1020218,2021/1/1 17:00
18,0,0,0,0,0,-700.7465608,-8171.468198,0,0,8171.468198,700.7465608,-8743.284597,8743.284597,-155.3375436,128.9301612,0,0,777.3525115,-155.3375436,0.041060705,0,0,155.3375436,2021/1/1 18:00
19,0,0,0,0,0,0,-5984.068629,0,0,5984.068629,0,-5897.108726,5897.108726,-104.7709672,86.95990279,0,0,777.3525115,-104.7709672,0.041752065,0,0,104.7709672,2021/1/1 19:00
20,0,0,0,0,0,0,-4640.175335,0,0,4640.175335,0,-4572.744758,4572.744758,-81.24165814,67.43057626,0,0,777.3525115,-81.24165814,0.039003963,0,0,81.24165814,2021/1/1 20:00
21,0,0,0,0,0,0,-4219.463625,0,0,4219.463625,0,-4158.14679,4158.14679,-73.8757044,61.31683465,0,0,777.3525115,-73.8757044,0.037024769,0,0,73.8757044,2021/1/1 21:00
22,0,0,0,0,0,0,-4527.474969,0,0,4527.474969,0,-4461.682143,4461.682143,-79.26846447,65.79282551,0,0,777.3525115,-79.26846447,0.036360904,0,0,79.26846447,2021/1/1 22:00
23,0,0,0,0,0,0,-2721.174487,0,0,2721.174487,0,-2681.630644,2681.630644,-47.64318403,39.54384275,0,0,777.3525115,-47.64318403,0.035588642,0,0,47.64318403,2021/1/1 23:00
24,0,0,0,0,0,0,-4293.192157,0,0,4293.192157,0,-4230.803906,4230.803906,-75.16656687,62.3882505,0,0,777.3525115,-75.16656687,0.034987791,0,0,75.16656687,2021/1/2 0:00
25,-14104.97559,0,14104.97559,-14104.97559,0,0,-2543.391589,0,0,2543.391589,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,777.3525115,-291.484881,0.028842533,10442.91624,10646.64884,291.484881,2021/1/2 1:00
26,-14553.46568,0,14553.46568,-14553.46568,0,0,-2094.901501,0,0,2094.901501,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,777.3525115,-291.484881,0.026899475,12088.63208,10916.18339,291.484881,2021/1/2 2:00
27,-14785.31384,0,14785.31384,-14785.31384,0,0,-1863.053339,0,0,1863.053339,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,777.3525115,-291.484881,0.027278198,10061.45662,11151.14506,291.484881,2021/1/2 3:00
28,-15597.97851,0,15597.97851,-15597.97851,0,0,-1050.388669,0,0,1050.388669,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,777.3525115,-291.484881,0.031083653,13790.72574,11857.09907,291.484881,2021/1/2 4:00
29,-15419.84498,0,15419.84498,-15419.84498,0,0,-1228.522199,0,0,1228.522199,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,777.3525115,-291.484881,0.031454086,9585.265181,11740.86338,291.484881,2021/1/2 5:00
30,-10803.11722,0,10803.11722,-10803.11722,0,-5876.485405,0,0,0,0,5876.485405,-16406.43473,16406.43473,-291.484881,273.1678942,76.18400728,0,853.5365188,-215.3008737,0.025999062,8124.84986,7986.363167,215.3008737,2021/1/2 6:00
31,-6305.512913,0,6305.512913,-6305.512913,0,-10342.85427,0,0,0,0,10342.85427,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,853.5365188,-291.484881,0.029945839,2743.181722,4520.948573,291.484881,2021/1/2 7:00
32,-2825.015537,0,2825.015537,-2825.015537,0,-13603.44414,-219.907507,0,0,219.907507,13603.44414,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,853.5365188,-291.484881,0.033228744,1661.504714,1984.379822,291.484881,2021/1/2 8:00
33,-1813.078188,0,1813.078188,-1813.078188,0,-14420.41939,-414.869598,0,0,414.869598,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,853.5365188,-291.484881,0.033507107,1064.713891,1243.001759,291.484881,2021/1/2 9:00
34,-1853.129827,0,1853.129827,-1853.129827,0,-14420.41939,-374.8179591,0,0,374.8179591,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,853.5365188,-291.484881,0.028993333,820.3917388,1251.634377,291.484881,2021/1/2 10:00
35,-3130.973214,0,3130.973214,-3130.973214,0,-13372.11154,-264.79123,0,0,264.79123,13372.11154,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,1145.0214,0,0.024357813,2542.014426,2010.394973,0,2021/1/2 11:00
36,-2252.550584,0,2252.550584,-2252.550584,0,-13943.88174,-571.4436593,0,0,571.4436593,13943.88174,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,1436.506281,0,0.018562346,1516.124791,1441.489907,0,2021/1/2 12:00
37,-1629.453338,0,1629.453338,-1629.453338,0,-14310.56453,-827.8581139,0,0,827.8581139,14310.56453,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,1727.991162,0,0.021483533,1337.285633,1049.453061,0,2021/1/2 13:00
38,-3487.385059,0,3487.385059,-3487.385059,0,-11883.63436,-1277.347763,0,0,1277.347763,11883.63436,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.031621923,1568.809213,2323.833175,291.484881,2021/1/2 14:00
39,-2486.144812,0,2486.144812,-2486.144812,0,-12389.04172,-1773.180645,0,0,1773.180645,12389.04172,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.032781285,1293.463121,1720.226221,291.484881,2021/1/2 15:00
40,0,0,0,0,0,-8970.605786,-2585.460376,0,0,2585.460376,8970.605786,-11388.13453,11388.13453,-202.3272633,167.9316285,0,0,1727.991162,-202.3272633,0.034914178,0,0,202.3272633,2021/1/2 16:00
41,0,0,0,0,0,-6429.696507,-2694.464284,0,0,2694.464284,6429.696507,-8991.569375,8991.569375,-159.7486945,132.5914164,0,0,1727.991162,-159.7486945,0.040146523,0,0,159.7486945,2021/1/2 17:00
42,0,0,0,0,0,-1470.480477,-2972.437626,0,0,2972.437626,1470.480477,-4378.35405,4378.35405,-77.78801611,64.56405337,0,0,1727.991162,-77.78801611,0.042575332,0,0,77.78801611,2021/1/2 18:00
43,3323.84062,-3323.84062,0,0,3323.84062,0,-3323.84062,0,0,3323.84062,0,0,0,0,0,0,0,1727.991162,0,0.064303671,-2235.001661,-2397.299629,0,2021/1/2 19:00
44,0,0,0,0,0,0,-2397.58883,0,0,2397.58883,0,-2362.747303,2362.747303,-41.97774396,34.84152748,0,0,1727.991162,-41.97774396,0.038511146,0,0,41.97774396,2021/1/2 20:00
45,-15022.1162,0,15022.1162,-15022.1162,0,0,-1626.250982,0,0,1626.250982,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.032402664,9891.275998,10827.25575,291.484881,2021/1/2 21:00
46,0,0,0,0,0,0,-1440.594868,0,0,1440.594868,0,-1419.660284,1419.660284,-25.22239083,20.93458439,0,0,1727.991162,-25.22239083,0.034856782,0,0,25.22239083,2021/1/2 22:00
47,0,0,0,0,0,0,-1407.89544,0,0,1407.89544,0,-1387.43604,1387.43604,-24.64987889,20.45939948,0,0,1727.991162,-24.64987889,0.03649027,0,0,24.64987889,2021/1/2 23:00
48,0,0,0,0,0,0,-1551.642091,0,0,1551.642091,0,-1529.09378,1529.09378,-27.16664076,22.54831183,0,0,1727.991162,-27.16664076,0.037752062,0,0,27.16664076,2021/1/3 0:00
49,-14717.70769,0,14717.70769,-14717.70769,0,0,-1930.659486,0,0,1930.659486,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.034041074,10010.95432,11182.69313,291.484881,2021/1/3 1:00
50,-15594.11401,0,15594.11401,-15594.11401,0,0,-1054.253174,0,0,1054.253174,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.031891873,12626.16788,11884.75231,291.484881,2021/1/3 2:00
51,-15856.15485,0,15856.15485,-15856.15485,0,0,-792.2123355,0,0,792.2123355,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.028000076,12888.04932,12014.0976,291.484881,2021/1/3 3:00
52,0,0,0,0,0,0,-1074.330454,0,0,1074.330454,0,-1058.718388,1058.718388,-18.80971756,15.61206557,0,0,1727.991162,-18.80971756,0.035216667,0,0,18.80971756,2021/1/3 4:00
53,-10310.86057,0,10310.86057,-10310.86057,0,0,-2130.825807,0,0,2130.825807,0,-12260.88501,12260.88501,-217.8329824,180.8013754,0,0,1727.991162,-217.8329824,0.034296141,9032.220189,7912.185338,217.8329824,2021/1/3 5:00
54,-9180.938908,0,9180.938908,-9180.938908,0,-5072.257811,-2395.170462,0,0,2395.170462,5072.257811,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.027982611,5393.617216,6689.750307,291.484881,2021/1/3 6:00
55,-6938.992328,0,6938.992328,-6938.992328,0,-9256.678352,-452.6965012,0,0,452.6965012,9256.678352,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.028420974,2863.614064,4867.527374,291.484881,2021/1/3 7:00
56,-2632.617705,0,2632.617705,-2632.617705,0,-12732.47878,-1283.2707,0,0,1283.2707,12732.47878,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.031618439,1667.095033,1812.283909,291.484881,2021/1/3 8:00
57,-521.3365134,0,521.3365134,-521.3365134,0,-14420.41939,-1706.611273,0,0,1706.611273,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.031712921,224.7518077,348.0530232,291.484881,2021/1/3 9:00
58,-221.5542495,0,221.5542495,-221.5542495,0,-14420.41939,-2006.393537,0,0,2006.393537,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.017727887,142.2546535,140.8503839,291.484881,2021/1/3 10:00
59,-385.7107869,0,385.7107869,-385.7107869,0,-14420.41939,-1842.236999,0,0,1842.236999,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,1727.991162,-291.484881,0.022015,337.7717292,254.5380638,291.484881,2021/1/3 11:00
60,547.3943983,-547.3943983,0,0,547.3943983,-14420.41939,-2894.850986,0,0,2894.850986,14420.41939,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,2019.476043,0,0.021939215,-472.6980491,-358.3937833,0,2021/1/3 12:00
61,1856.839759,-1856.839759,0,0,1856.839759,-14420.41939,-4204.296347,0,0,4204.296347,14420.41939,-16406.43473,16406.43473,-291.484881,361.4412524,291.484881,0,2310.960924,0,0.007138245,-1003.398965,-1199.80903,0,2021/1/3 13:00
62,5206.769195,-5206.769195,0,0,5206.769195,-14358.55573,-7544.000274,0,0,7544.000274,14358.55573,-16406.43473,16406.43473,-291.484881,289.3520833,115.6576393,0,2426.618563,-175.8272417,0.023081458,-4014.701213,-3513.970558,175.8272417,2021/1/3 14:00
63,4970.393828,-4970.393828,0,0,4970.393828,-13507.0868,-8111.67421,0,0,8111.67421,13507.0868,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2426.618563,-291.484881,0.026614783,-4059.674521,-3441.706963,291.484881,2021/1/3 15:00
64,2010.946357,-2010.946357,0,0,2010.946357,-11688.1077,-6971.205841,0,0,6971.205841,11688.1077,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2426.618563,-291.484881,0.033633939,-752.7532978,-1393.591452,291.484881,2021/1/3 16:00
65,0,0,0,0,0,-7697.339162,-4932.988582,0,0,4932.988582,7697.339162,-12446.78505,12446.78505,-221.135775,183.5426933,0,0,2426.618563,-221.135775,0.039634,0,0,221.135775,2021/1/3 17:00
66,0,0,0,0,0,-1457.357882,-4311.836093,0,0,4311.836093,1457.357882,-5685.35661,5685.35661,-101.0088738,83.83736525,0,0,2426.618563,-101.0088738,0.043839189,0,0,101.0088738,2021/1/3 18:00
67,0,0,0,0,0,0,-4792.05803,0,0,4792.05803,0,-4722.420309,4722.420309,-83.90086843,69.6377208,0,0,2426.618563,-83.90086843,0.041164978,0,0,83.90086843,2021/1/3 19:00
68,0,0,0,0,0,0,-4366.448529,0,0,4366.448529,0,-4302.995724,4302.995724,-76.4491626,63.45280496,0,0,2426.618563,-76.4491626,0.039251107,0,0,76.4491626,2021/1/3 20:00
69,0,0,0,0,0,0,-3330.40609,0,0,3330.40609,0,-3282.008953,3282.008953,-58.30980374,48.3971371,0,0,2426.618563,-58.30980374,0.035568721,0,0,58.30980374,2021/1/3 21:00
70,0,0,0,0,0,0,-3543.362607,0,0,3543.362607,0,-3491.870806,3491.870806,-62.03831381,51.49180047,0,0,2426.618563,-62.03831381,0.037859741,0,0,62.03831381,2021/1/3 22:00
71,0,0,0,0,0,0,-4065.892317,0,0,4065.892317,0,-4006.807166,4006.807166,-71.18692934,59.08515135,0,0,2426.618563,-71.18692934,0.036819609,0,0,71.18692934,2021/1/3 23:00
72,0,0,0,0,0,0,-3546.168821,0,0,3546.168821,0,-3494.63624,3494.63624,-62.0874459,51.53258009,0,-41.97404023,2384.644523,-62.0874459,0.036749391,0,0,104.0614861,2021/1/4 0:00
73,-13860.83672,0,13860.83672,-13860.83672,0,0,-2787.530456,0,0,2787.530456,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.033205608,12284.55972,10424.20863,291.484881,2021/1/4 1:00
74,-12265.01799,0,12265.01799,-12265.01799,0,0,-4383.349193,0,0,4383.349193,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.032351863,9963.253137,9288.522731,291.484881,2021/1/4 2:00
75,-11712.10604,0,11712.10604,-11712.10604,0,0,-4936.261142,0,0,4936.261142,0,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.032240235,7730.972851,8855.188492,291.484881,2021/1/4 3:00
76,0,0,0,0,0,0,-5640.031801,0,0,5640.031801,0,-5558.071408,5558.071408,-98.74746157,81.9603931,0,0,2384.644523,-98.74746157,0.034640682,0,0,98.74746157,2021/1/4 4:00
77,0,0,0,0,0,0,-6049.195935,0,0,6049.195935,0,-5961.289609,5961.289609,-105.9112367,87.90632646,0,0,2384.644523,-105.9112367,0.035594834,0,0,105.9112367,2021/1/4 5:00
78,0,0,0,0,0,-4402.818012,-5614.092058,0,0,5614.092058,4402.818012,-9871.345307,9871.345307,-175.3792313,145.564762,0,0,2384.644523,-175.3792313,0.035229447,0,0,175.3792313,2021/1/4 6:00
79,0,0,0,0,0,-8938.736627,-6684.259709,0,0,6684.259709,8938.736627,-15395.96447,15395.96447,-273.5323638,227.0318619,0,0,2384.644523,-273.5323638,0.039708638,0,0,273.5323638,2021/1/4 7:00
80,3730.731809,-3730.731809,0,0,3730.731809,-13438.84931,-6940.249684,0,0,6940.249684,13438.84931,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.041757922,-2628.946799,-2694.632852,291.484881,2021/1/4 8:00
81,3618.219792,-3618.219792,0,0,3618.219792,-14420.41939,-5846.167578,0,0,5846.167578,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.042029122,-2796.71564,-2558.598154,291.484881,2021/1/4 9:00
82,3786.115234,-3786.115234,0,0,3786.115234,-14420.41939,-6014.06302,0,0,6014.06302,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.037659248,-3115.996241,-2613.833872,291.484881,2021/1/4 10:00
83,7112.325959,-7112.325959,0,0,7112.325959,-14420.41939,-9340.273745,0,0,9340.273745,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.040742232,-6475.760703,-4964.345981,291.484881,2021/1/4 11:00
84,6107.057674,-6107.057674,0,0,6107.057674,-14420.41939,-8335.005461,0,0,8335.005461,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.042604665,-5526.520313,-4211.438313,291.484881,2021/1/4 12:00
85,6833.297816,-6833.297816,0,0,6833.297816,-14420.41939,-9061.245602,0,0,9061.245602,14420.41939,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.039812157,-5888.959609,-4618.881491,291.484881,2021/1/4 13:00
86,6347.574513,-6347.574513,0,0,6347.574513,-12537.88944,-10458.05225,0,0,10458.05225,12537.88944,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.042971517,-5622.361195,-4400.619945,291.484881,2021/1/4 14:00
87,20920.49714,-20920.49714,0,0,20920.49714,-11115.40017,-9805.096975,0,0,9805.096975,11115.40017,0,0,0,0,0,0,2384.644523,0,0.045628698,-19377.17659,-14805.2133,0,2021/1/4 15:00
88,3940.246185,-3940.246185,0,0,3940.246185,-10660.79599,-9927.817374,0,0,9927.817374,10660.79599,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,2384.644523,-291.484881,0.040277245,-3114.898387,-2718.386707,291.484881,2021/1/4 16:00
89,16077.65339,-16077.65339,0,0,16077.65339,-7023.775119,-9053.878273,0,0,9053.878273,7023.775119,0,0,0,0,0,0,2384.644523,0,0.173274217,-14643.00031,-11298.73298,0,2021/1/4 17:00
90,10226.20114,-10226.20114,0,0,10226.20114,-1351.814727,-8874.38641,0,0,8874.38641,1351.814727,0,0,0,0,0,0,2384.644523,0,0.045932263,-8597.242927,-7279.210454,0,2021/1/4 18:00
91,11235.4648,-11235.4648,0,0,11235.4648,0,-11235.4648,0,0,11235.4648,0,0,0,0,0,0,0,2384.644523,0,0.048164171,-9974.534243,-7958.503916,0,2021/1/4 19:00
92,0,0,0,0,0,0,-7053.24893,0,0,7053.24893,0,-6950.751803,6950.751803,-123.4905143,102.4971268,0,0,2384.644523,-123.4905143,0.043678352,0,0,123.4905143,2021/1/4 20:00
93,0,0,0,0,0,0,-5105.252089,0,0,5105.252089,0,-5031.063063,5031.063063,-89.38436913,74.18902638,0,0,2384.644523,-89.38436913,0.039270129,0,0,89.38436913,2021/1/4 21:00
94,0,0,0,0,0,0,-4358.029887,0,0,4358.029887,0,-4294.699421,4294.699421,-76.30176636,63.33046608,0,0,2384.644523,-76.30176636,0.041169204,0,0,76.30176636,2021/1/4 22:00
95,0,0,0,0,0,0,-3818.635563,0,0,3818.635563,0,-3763.143523,3763.143523,-66.85787985,55.49204027,0,0,2384.644523,-66.85787985,0.038630887,0,0,66.85787985,2021/1/4 23:00
96,0,0,0,0,0,0,-3460.460674,0,0,3460.460674,0,-3410.173596,3410.173596,-60.58684054,50.28707765,0,-1530.672968,853.9715551,-60.58684054,0.039908479,0,0,1591.259808,2021/1/5 0:00
97,0,0,0,0,0,0,-2892.544843,0,0,2892.544843,0,-2850.510663,2850.510663,-50.64359046,42.03418008,0,0,853.9715551,-50.64359046,0.039604181,0,0,50.64359046,2021/1/5 1:00
98,0,0,0,0,0,0,-2584.867268,0,0,2584.867268,0,-2547.304228,2547.304228,-45.25667411,37.56303951,0,0,853.9715551,-45.25667411,0.039014981,0,0,45.25667411,2021/1/5 2:00
99,0,0,0,0,0,0,-2277.076304,0,0,2277.076304,0,-2243.986053,2243.986053,-39.86777252,33.09025119,0,0,853.9715551,-39.86777252,0.037422248,0,0,39.86777252,2021/1/5 3:00
100,0,0,0,0,0,0,-3568.717383,0,0,3568.717383,0,-3516.85713,3516.85713,-62.48223327,51.86025361,0,0,853.9715551,-62.48223327,0.037868572,0,0,62.48223327,2021/1/5 4:00
101,0,0,0,0,0,0,-7160.783443,0,0,7160.783443,0,-7056.723636,7056.723636,-125.3732626,104.0598079,0,0,853.9715551,-125.3732626,0.037569617,0,0,125.3732626,2021/1/5 5:00
102,-9998.881655,0,9998.881655,-9998.881655,0,-3071.062108,-3578.423418,0,0,3578.423418,3071.062108,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,853.9715551,-291.484881,0.032036425,6645.702584,7304.591984,291.484881,2021/1/5 6:00
103,-3101.338171,0,3101.338171,-3101.338171,0,-7547.554116,-5999.474895,0,0,5999.474895,7547.554116,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,853.9715551,-291.484881,0.028712333,2639.099121,2162.543214,291.484881,2021/1/5 7:00
104,-1968.476297,0,1968.476297,-1968.476297,0,-10931.30891,-3748.581974,0,0,3748.581974,10931.30891,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,853.9715551,-291.484881,0.030076672,1890.562092,1359.150518,291.484881,2021/1/5 8:00
105,-3541.555626,0,3541.555626,-3541.555626,0,-10879.19346,-2227.618092,0,0,2227.618092,10879.19346,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,853.9715551,-291.484881,0.032039238,2601.520023,2394.602211,291.484881,2021/1/5 9:00
106,-1580.736176,0,1580.736176,-1580.736176,0,-12815.71352,-2251.917486,0,0,2251.917486,12815.71352,-16406.43473,16406.43473,-291.484881,241.9324512,0,0,853.9715551,-291.484881,0.033550795,840.273687,1060.455416,291.484881,2021/1/5 10:00
107,0,0,0,0,0,-13600.81962,-2790.654739,0,0,2790.654739,13600.81962,-16153.27505,16153.27505,-286.9871201,238.1993097,0,0,853.9715551,-286.9871201,0.038102993,0,0,286.9871201,2021/1/5 11:00
108,18067.44845,-18067.44845,0,0,18067.44845,-13721.17256,-4346.275886,0,0,4346.275886,13721.17256,0,0,0,0,0,0,853.9715551,0,0.059026703,-16996.98902,-12436.25374,0,2021/1/5 12:00
109,19742.20748,-19742.20748,0,0,19742.20748,-13685.55409,-6056.653393,0,0,6056.653393,13685.55409,0,0,0,0,0,0,853.9715551,0,0.051521648,-18176.67125,-13630.62003,0,2021/1/5 13:00
110,20976.84635,-20976.84635,0,0,20976.84635,-12878.70197,-8098.144375,0,0,8098.144375,12878.70197,0,0,0,0,0,0,853.9715551,0,0.085767517,-18799.23028,-14496.68546,0,2021/1/5 14:00
111,19434.40892,-19434.40892,0,0,19434.40892,-11086.71793,-8347.69099,0,0,8347.69099,11086.71793,0,0,0,0,0,0,853.9715551,0,0.083162535,-16990.96062,-13550.79806,0,2021/1/5 15:00
112,15392.57531,-15392.57531,0,0,15392.57531,-7814.880118,-7577.695193,0,0,7577.695193,7814.880118,0,0,0,0,0,0,853.9715551,0,0.045985036,-12790.97475,-10517.11874,0,2021/1/5 16:00
113,9544.40967,-9544.40967,0,0,9544.40967,-3070.499711,-6473.909959,0,0,6473.909959,3070.499711,0,0,0,0,0,0,853.9715551,0,0.054184914,-8546.764726,-6677.480729,0,2021/1/5 17:00
114,6358.408609,-6358.408609,0,0,6358.408609,-259.6399108,-6098.768698,0,0,6098.768698,259.6399108,0,0,0,0,0,0,853.9715551,0,0.067432388,-6983.807377,-4539.263411,0,2021/1/5 18:00
115,7630.787063,-7630.787063,0,0,7630.787063,0,-7630.787063,0,0,7630.787063,0,0,0,0,0,0,0,853.9715551,0,0.054876596,-6628.087838,-5394.098802,0,2021/1/5 19:00
116,0,0,0,0,0,0,-6616.952441,0,0,6616.952441,0,-6520.795532,6520.795532,-115.8516973,96.15690873,0,0,853.9715551,-115.8516973,0.04386955,0,0,115.8516973,2021/1/5 20:00
117,0,0,0,0,0,0,-6951.555947,0,0,6951.555947,0,-6850.536613,6850.536613,-121.7100413,101.0193343,0,0,853.9715551,-121.7100413,0.039348409,0,0,121.7100413,2021/1/5 21:00
